Year Start,Year End,State,Class,Topic,Data Value Unit,Data Value(%),Age Group,Geolocation,Gender,Race/Ethnicity
2019,2022,NV,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,35.3,50-64 years,POINT (-117.0718406 39.49324039),Male,--
2019,2022,OH,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.0,Overall,POINT (-82.40426006 40.06021014),--,"White, non-Hispanic"
2019,2022,SD,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,9.1,Overall,POINT (-100.3735306 44.35313005),Male,--
2019,2022,NV,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,14.8,65 years or older,POINT (-117.0718406 39.49324039),Female,--
2019,2022,OR,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,41.6,50-64 years,POINT (-120.1550313 44.56744942),Female,--
2019,2022,NH,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,8.3,65 years or older,POINT (-71.50036092 43.65595011),Female,--
2019,2022,DE,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,6.7,50-64 years,POINT (-75.57774117 39.00883067),Female,--
2019,2022,AL,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,48.5,50-64 years,POINT (-86.63186076 32.84057112),--,"Black, non-Hispanic"
2019,2022,LA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,13.6,50-64 years,POINT (-92.44568007 31.31266064),--,"White, non-Hispanic"
2019,2022,ID,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,8.6,50-64 years,POINT (-114.36373 43.68263001),Female,--
2019,2022,NM,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,33.4,Overall,POINT (-106.240581 34.52088095),--,"White, non-Hispanic"
2019,2022,GA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,47.6,Overall,POINT (-83.62758035 32.83968109),--,"Black, non-Hispanic"
2019,2022,MS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,13.2,Overall,POINT (-89.53803082 32.7455101),Male,--
2019,2022,UT,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,34.6,50-64 years,POINT (-111.5871306 39.36070017),--,"White, non-Hispanic"
2019,2022,GA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,39.9,Overall,POINT (-83.62758035 32.83968109),Female,--
2019,2022,TX,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,14.6,50-64 years,POINT (-99.42677021 31.82724041),Female,--
2019,2022,NH,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,22.4,50-64 years,POINT (-71.50036092 43.65595011),--,"White, non-Hispanic"
2019,2022,NC,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,39.1,65 years or older,POINT (-79.15925046 35.46622098),--,"White, non-Hispanic"
2019,2022,OK,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,14.3,Overall,POINT (-97.52107021 35.47203136),--,"White, non-Hispanic"
2019,2022,MI,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,34.9,50-64 years,POINT (-84.71439027 44.66131954),--,"White, non-Hispanic"
2019,2022,IA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,28.8,50-64 years,POINT (-93.81649056 42.46940091),Female,--
2019,2022,CO,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,16.4,65 years or older,POINT (-106.1336109 38.84384076),--,"White, non-Hispanic"
2019,2022,TN,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,53.6,50-64 years,POINT (-85.77449091 35.68094058),Female,--
2019,2022,KS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,11.9,Overall,POINT (-98.20078123 38.3477403),--,"White, non-Hispanic"
2019,2022,MO,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.2,50-64 years,POINT (-92.56630005 38.63579078),Female,--
2019,2022,AL,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,35.0,65 years or older,POINT (-86.63186076 32.84057112),Female,--
2019,2022,NC,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,34.5,50-64 years,POINT (-79.15925046 35.46622098),--,Native Am/Alaskan Native
2019,2022,PA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,10.6,50-64 years,POINT (-77.86070029 40.79373015),Male,--
2019,2022,KY,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,11.2,65 years or older,POINT (-84.77497105 37.64597027),Female,--
2019,2022,HI,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,11.7,Overall,POINT (-157.8577494 21.30485044),--,"White, non-Hispanic"
2019,2022,NE,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,20.7,65 years or older,POINT (-99.36572062 41.64104099),--,"White, non-Hispanic"
2019,2022,TX,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,33.2,65 years or older,POINT (-99.42677021 31.82724041),Male,--
2019,2022,MN,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,26.0,Overall,POINT (-94.7942005 46.35564874),Female,--
2019,2022,CT,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.1,Overall,POINT (-72.64984095 41.56266102),Male,--
2019,2022,IN,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,25.5,65 years or older,POINT (-86.14996019 39.76691045),Male,--
2019,2022,IN,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,33.1,65 years or older,POINT (-86.14996019 39.76691045),Female,--
2019,2022,OK,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,36.3,65 years or older,POINT (-97.52107021 35.47203136),Female,--
2019,2022,NE,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,32.3,Overall,POINT (-99.36572062 41.64104099),Female,--
2019,2022,CA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,8.9,50-64 years,POINT (-120.9999995 37.63864012),Male,--
2019,2022,AL,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,43.7,50-64 years,POINT (-86.63186076 32.84057112),Female,--
2019,2022,WI,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,28.1,Overall,POINT (-89.81637074 44.39319117),Female,--
2019,2022,WY,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,28.9,65 years or older,POINT (-108.1098304 43.23554134),Female,--
2019,2022,MI,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,11.3,50-64 years,POINT (-84.71439027 44.66131954),Male,--
2019,2022,KY,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,38.1,Overall,POINT (-84.77497105 37.64597027),Male,--
2019,2022,TX,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,24.9,65 years or older,POINT (-99.42677021 31.82724041),--,"White, non-Hispanic"
2019,2022,WA,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,28.0,Overall,POINT (-120.4700108 47.52227863),Male,--
2019,2022,MS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,51.4,65 years or older,POINT (-89.53803082 32.7455101),--,"Black, non-Hispanic"
2019,2022,AL,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,40.8,Overall,POINT (-86.63186076 32.84057112),--,"White, non-Hispanic"
2019,2022,AK,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,44.3,Overall,POINT (-147.722059 64.84507996),Female,--
2019,2022,CO,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,17.4,65 years or older,POINT (-106.1336109 38.84384076),Male,--
2019,2022,PA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,31.7,50-64 years,POINT (-77.86070029 40.79373015),--,"White, non-Hispanic"
2019,2022,ID,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.2,65 years or older,POINT (-114.36373 43.68263001),Female,--
2019,2022,NC,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,32.1,65 years or older,POINT (-79.15925046 35.46622098),Male,--
2019,2022,WA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,35.0,50-64 years,POINT (-120.4700108 47.52227863),Female,--
2019,2022,TX,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,61.7,50-64 years,POINT (-99.42677021 31.82724041),--,"Black, non-Hispanic"
2019,2022,OR,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,13.4,50-64 years,POINT (-120.1550313 44.56744942),Female,--
2019,2022,MO,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,41.1,50-64 years,POINT (-92.56630005 38.63579078),Female,--
2019,2022,UT,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.0,50-64 years,POINT (-111.5871306 39.36070017),--,"White, non-Hispanic"
2019,2022,KY,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.4,50-64 years,POINT (-84.77497105 37.64597027),Female,--
2019,2022,PA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,35.7,Overall,POINT (-77.86070029 40.79373015),Female,--
2019,2022,ME,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,45.2,50-64 years,POINT (-68.98503134 45.25422889),Female,--
2019,2022,NH,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,31.2,65 years or older,POINT (-71.50036092 43.65595011),Female,--
2019,2022,LA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,13.5,Overall,POINT (-92.44568007 31.31266064),Female,--
2019,2022,MI,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,32.1,50-64 years,POINT (-84.71439027 44.66131954),--,"White, non-Hispanic"
2019,2022,AK,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.5,65 years or older,POINT (-147.722059 64.84507996),Male,--
2019,2022,TX,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,44.8,50-64 years,POINT (-99.42677021 31.82724041),Male,--
2019,2022,TX,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,13.5,65 years or older,POINT (-99.42677021 31.82724041),--,"White, non-Hispanic"
2019,2022,IN,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,10.0,50-64 years,POINT (-86.14996019 39.76691045),Male,--
2019,2022,NM,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,32.6,65 years or older,POINT (-106.240581 34.52088095),Female,--
2019,2022,WA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,9.6,Overall,POINT (-120.4700108 47.52227863),Male,--
2019,2022,HI,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,10.3,Overall,POINT (-157.8577494 21.30485044),Female,--
2019,2022,WV,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,35.7,65 years or older,POINT (-80.71264013 38.6655102),Female,--
2019,2022,MD,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,23.5,65 years or older,POINT (-76.60926011 39.29058096),--,"White, non-Hispanic"
